codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
09.08.01.100;09;Instalación de ducto flexible.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;109;;30
09.08.01.110;09;Instalación de ducto rígido.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;107;;30
09.08.01.120;09;Instalación de rejilla de ventilación.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;117;;30
09.08.01.130;09;Instalación de rejilla de extracción.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;116;;30
09.08.01.140;09;Instalación de difusor.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;102;;30
09.08.01.150;09;Instalación de ventilación de baño.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;114;;30
09.08.01.160;09;Instalación de ventilación de cocina.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;116;;30
09.08.01.170;09;Instalación de ventilación de sótano.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;116;;30
09.08.01.180;09;Instalación de ventilación de garaje.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;116;;30
09.08.01.190;09;Instalación de ventilación de depósito.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;118;;30
09.08.01.200;09;Instalación de ventilación de lavandería.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;120;;30
09.08.01.210;09;Instalación de ventilación de closet.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;116;;30
09.08.01.220;09;Instalación de ventilación de cuarto técnico.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;124;;30
09.08.01.230;09;Instalación de ventilación de sala.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;114;;30
09.08.01.240;09;Instalación de ventilación de dormitorio.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;120;;30
09.08.01.250;09;Instalación de ventilación de estudio.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;117;;30
09.08.01.260;09;Instalación de ventilación de comedor.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;117;;30
09.08.01.270;09;Instalación de ventilación de terraza.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;117;;30
09.08.01.280;09;Instalación de ventilación de local.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;115;;30
09.08.01.290;09;Instalación de ventilación de comercio.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;118;;30
09.08.01.300;09;Instalación de ventilación de oficina.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;117;;30
09.08.01.310;09;Instalación de extractor de campana.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;101;;30
09.08.01.320;09;Instalación de ventilador de baño con sensor.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;110;;30
09.08.01.330;09;Instalación de rejilla de retorno de aire.;ud;MO-OF1-AC · refrigeración y climatización · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;5;1;MQ-TALADRO;28.38;36.90;99;;30
09.09.01.010;09;Tubería de gas doméstico.;m;MO-OF1-PLO · plomería · 0.4200 h/m | MO-AYU · apoyo general de obra · 0.2600 h/m;0.4200;0.2600;0.6800;0.2400;8;4;MQ-DOBLAD-TUBO,MQ-SOLDADORA,MT-OXI-CONS,MT-PLO-SOP;12.84;16.69;574;CT-14-02-010;
09.09.01.020;09;Punto de gas para cocina o calentador.;ud;MO-OF1-PLO · plomería · 1.1000 h/ud | MO-AYU · apoyo general de obra · 0.5500 h/ud;1.1000;0.5500;1.6500;0.1200;7;3;MQ-SOLDADORA,MT-OXI-CONS,MT-PLO-SOP;48.18;62.63;520;CT-14-02-020;
09.09.01.030;09;Regulador, medidor y protección de instalación de gas.;ud;MO-OF1-PLO · plomería · 2.2000 h/ud | MO-AYU · apoyo general de obra · 1.1000 h/ud;2.2000;1.1000;3.3000;0.1800;10;3;MQ-SOLDADORA,MT-AGUA-OBRA,MT-PLO-SOP;92.82;120.66;514;CT-14-02-030;
09.09.01.040;09;Tubería de gas de cobre.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;147;;8
09.09.01.050;09;Tubería de gas de acero.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;147;;8
09.09.01.060;09;Punto de gas para estufa.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;142;;22
09.09.01.070;09;Punto de gas para horno.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;141;;22
09.09.01.080;09;Punto de gas para calentador.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;146;;22
09.09.01.090;09;Punto de gas para secadora.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;144;;22
09.09.01.100;09;Instalación de regulador de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;149;;22
09.09.01.110;09;Instalación de medidor de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;147;;22
09.09.01.120;09;Instalación de llave de corte de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;154;;22
09.09.01.130;09;Instalación de detector de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;148;;22
09.09.01.140;09;Instalación de válvula de seguridad.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;153;;22
09.09.01.150;09;Tubería de gas de montante.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;150;;8
09.09.01.160;09;Punto de gas para cocina.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;142;;22
09.09.01.170;09;Punto de gas para lavandería.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;146;;22
09.09.01.180;09;Punto de gas para terraza.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;143;;22
09.09.01.190;09;Punto de gas para parrillera.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;146;;22
09.09.01.200;09;Tubería de gas empotrada.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;148;;8
09.09.01.210;09;Tubería de gas vista.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;144;;8
09.09.01.220;09;Acometida de gas.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;140;;8
09.09.01.230;09;Instalación de gabinete de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;148;;22
09.09.01.240;09;Prueba de estanqueidad de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;147;;22
09.09.01.250;09;Instalación de válvula de exceso de flujo.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;159;;22
09.09.01.260;09;Instalación de regulador de alta presión.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;158;;22
09.09.01.270;09;Instalación de regulador de baja presión.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;158;;22
09.09.01.280;09;Tubería de gas flexible.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;147;;8
09.09.01.290;09;Punto de gas para secadora de ropa.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;152;;22
09.09.01.300;09;Punto de gas para calentador de paso.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;154;;22
09.09.01.310;09;Tubería de gas de polietileno.;m;MO-OF1-PLO · plomería · 0.3000 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;125;;8
09.09.01.320;09;Punto de gas para cocina industrial.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;125;;22
09.09.01.330;09;Instalación de válvula de gas.;ud;MO-OF1-PLO · plomería · 0.3000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.3000;0.1500;0.4500;0.1200;5;1;MQ-TALADRO;16.44;21.37;119;;22
09.10.01.010;09;Suministro y colocación de extintor portátil.;ud;MO-OF1-ALB · albañilería · 0.3200 h/ud | MO-AYU · apoyo general de obra · 0.1100 h/ud;0.3200;0.1100;0.4300;0.1100;6;1;MQ-TALADRO;42.39;55.10;463;CT-14-03-010;
09.10.01.020;09;Instalación de detector de humo y alarma.;ud;MO-OF1-ELE · electricidad · 0.6200 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.6200;0.2500;0.8700;0.2300;7;3;MQ-ANDAMIO,MQ-TALADRO,MT-DETECT-HUMO;32.09;41.72;541;CT-14-03-020;
09.10.01.030;09;Instalación de gabinete contra incendios.;ud;MO-OF1-PLO · plomería · 2.4000 h/ud | MO-AYU · apoyo general de obra · 1.2000 h/ud;2.4000;1.2000;3.6000;0.5800;11;3;MQ-MART-ELEC,MQ-TERMOF,MT-AGUA-OBRA;250.67;325.86;451;CT-14-03-030;
09.10.01.040;09;Instalación de extintor de CO2.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;129;;30
09.10.01.050;09;Instalación de extintor de espuma.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.060;09;Instalación de detector de humo.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;130;;30
09.10.01.070;09;Instalación de detector de calor.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;131;;30
09.10.01.080;09;Instalación de alarma de incendio.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.090;09;Instalación de pulsador de alarma.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.100;09;Instalación de sirena.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;120;;30
09.10.01.110;09;Instalación de luz de emergencia.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;131;;30
09.10.01.120;09;Instalación de señalización de evacuación.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;140;;30
09.10.01.130;09;Instalación de rociador.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;122;;30
09.10.01.140;09;Instalación de gabinete de manguera.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.150;09;Instalación de hidrante.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;122;;30
09.10.01.160;09;Instalación de central de incendios.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.170;09;Instalación de detectores en dormitorio.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;138;;30
09.10.01.180;09;Instalación de detectores en cocina.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.190;09;Instalación de detectores en garaje.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.200;09;Instalación de detectores en depósito.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;136;;30
09.10.01.210;09;Instalación de detectores en sala.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.220;09;Instalación de detectores en pasillo.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;135;;30
09.10.01.230;09;Instalación de detectores en escalera.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;136;;30
09.10.01.240;09;Instalación de extintor en cocina.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.250;09;Instalación de extintor en garaje.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;132;;30
09.10.01.260;09;Instalación de extintor en local.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;131;;30
09.10.01.270;09;Instalación de extintor en comercio.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.280;09;Instalación de extintor en oficina.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;133;;30
09.10.01.290;09;Instalación de extintor en depósito.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;134;;30
09.10.01.300;09;Instalación de extintor en terraza.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;133;;30
09.10.01.310;09;Instalación de extintor de polvo.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;113;;30
09.10.01.320;09;Instalación de detector combinado.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;114;;30
09.10.01.330;09;Instalación de señal de salida.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2500 h/ud;0.5000;0.2500;0.7500;0.1500;4;1;MQ-TALADRO;9.44;12.28;111;;30
09.11.01.010;09;Punto de alarma, cámara o control de acceso.;ud;MO-OF1-ELE · electricidad · 1.1000 h/ud | MO-AYU · apoyo general de obra · 0.6000 h/ud;1.1000;0.6000;1.7000;0.3200;7;1;MQ-ROZAD;31.08;40.41;535;CT-13-06-030;
09.11.01.020;09;Instalación de alarma perimetral.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;133;;31
09.11.01.030;09;Instalación de alarma interior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;131;;31
09.11.01.040;09;Instalación de cámara de seguridad.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;135;;31
09.11.01.050;09;Instalación de cámara exterior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;131;;31
09.11.01.060;09;Instalación de cámara interior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;131;;31
09.11.01.070;09;Instalación de grabador de video.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;133;;31
09.11.01.080;09;Instalación de monitor de vigilancia.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;137;;31
09.11.01.090;09;Instalación de control de acceso.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;133;;31
09.11.01.100;09;Instalación de lector de tarjetas.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;134;;31
09.11.01.110;09;Instalación de teclado de acceso.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;133;;31
09.11.01.120;09;Instalación de sensor de puerta.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;132;;31
09.11.01.130;09;Instalación de sensor de ventana.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;133;;31
09.11.01.140;09;Instalación de sensor de movimiento.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;136;;31
09.11.01.150;09;Instalación de sirena de alarma.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;132;;31
09.11.01.160;09;Instalación de panel de alarma.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;11.95;131;;31
