Capítulo;Partida;Descripción;Unidad;Cantidad;Precio unitario;Categoría;Tipo
Frisos y revestimientos de pared;Enchapado de porcelanato de gran formato en pared.;Colocación en pared de pieza de porcelanato rectificado de gran formato, tipo 60x120 cm o superior, en capa fina con adhesivo cementoso mejorado y doble encolado. En vertical el gran formato exige un soporte perfectamente plano y el empleo de sistemas de nivelación y de apoyo provisional que sostengan la pieza mientras el adhesivo agarra, porque su peso tiende a hacerla descolgar. Incluye la comprobación y regularización previa de la planitud, el replanteo del despiece, el doble encolado, la nivelación con cuñas, los cortes con cortadora de disco refrigerada, el rejuntado y la limpieza final. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;12,80;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Enchapado cerámico en fachada o paramento exterior.;Colocación de enchapado cerámico o de porcelanato en fachada o paramento exterior, en capa fina con adhesivo cementoso de altas prestaciones tipo C2 con deslizamiento reducido, con juntas de dilatación en paños y encuentros. En exterior el revestimiento sufre dilataciones térmicas y humedad, de modo que el adhesivo, la junta ancha y las juntas de dilatación dejan de ser opcionales: son lo que impide el desprendimiento de piezas. Incluye el trabajo desde andamio, la comprobación del soporte, el replanteo, el doble encolado, la ejecución de las juntas de dilatación, el rejuntado con mortero para exterior y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;18,03;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Cenefa o listelo decorativo en enchapado.;Colocación de cenefa, listelo o pieza decorativa corrida dentro del enchapado cerámico, recibida con adhesivo y rejuntada a juego. Incluye el replanteo de la línea que debe coordinarse con el despiece general para que la cenefa coincida con la junta de las piezas y no obligue a cortes forzados, la colocación pieza a pieza con nivelación, los cortes de ajuste en esquinas y encuentros, el rejuntado y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud realmente colocada.;m;1;2,85;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Perfil de remate, esquinero o transición en enchapado.;Suministro y colocación de perfil de aluminio o PVC de remate, esquinero o transición en el enchapado, recibido con el propio adhesivo bajo el borde de la pieza. Protege la arista del enchapado, que es donde se producen los desportillados, y resuelve el encuentro entre materiales distintos con una línea limpia. Incluye el replanteo, el corte a medida y a inglete en los encuentros, la colocación embebida en el adhesivo antes de asentar la pieza contigua y la limpieza. Medido en longitud realmente colocada.;m;1;5,17;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Enchapado de zona de ducha sobre impermeabilización.;Enchapado cerámico o de porcelanato en la zona de ducha, colocado sobre la impermeabilización previa con adhesivo de altas prestaciones y rejuntado con mortero apto para inmersión frecuente. El punto de fallo no es la pieza sino los encuentros: el sellado elástico del rincón pared-pared y pared-piso debe ser flexible y no de mortero rígido, porque ahí es donde el movimiento abre la junta y entra el agua. Incluye la comprobación de la impermeabilización, el replanteo de hiladas partiendo del punto más visible, el doble encolado, los cortes alrededor de grifería y jabonera, el rejuntado y el sellado elástico de todos los rincones. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;16,51;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Zócalo cerámico de pared.;Colocación de zócalo cerámico corrido en la base del paramento, en áreas de servicio, pasillos y zonas de tránsito, para proteger el friso de golpes y de la humedad de la limpieza. Incluye el replanteo de la altura, el corte de las piezas, el encolado, la nivelación, el rejuntado y el sellado de la junta inferior con el piso. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud realmente colocada.;m;1;3,84;Enchapado cerámico y porcelanato;incluida
Frisos y revestimientos de pared;Enchapado de mármol o granito en pared, colocación en capa fina.;Colocación en pared de pieza de mármol o granito en capa fina, con adhesivo cementoso blanco de altas prestaciones. El adhesivo blanco no es un capricho: los mármoles claros son translúcidos y un adhesivo gris se transparenta y mancha la pieza de forma irreversible. Incluye la comprobación y regularización del soporte, el replanteo del despiece atendiendo a la veta y al tono para que la composición sea continua, el doble encolado, la nivelación, los cortes con disco refrigerado, el rejuntado con junta mínima a juego y la limpieza con productos no ácidos. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;12,53;Enchapado de piedra natural;incluida
Frisos y revestimientos de pared;Enchapado de laja o piedra natural irregular.;Colocación de laja o piedra natural de formato irregular en paramento interior o exterior, recibida con mortero o adhesivo de alta deformabilidad según el espesor y el peso de la pieza. Al no existir un despiece regular, el trabajo consiste en componer el paño pieza a pieza buscando el encaje y la distribución de tonos, lo que reduce el rendimiento respecto a cualquier enchapado modular. Incluye la selección y clasificación previa del material, el replanteo del paño, la colocación con junta irregular controlada, el rejuntado o el acabado a hueso según el diseño, la limpieza y la aplicación del sellador hidrofugante. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;21,03;Enchapado de piedra natural;incluida
Frisos y revestimientos de pared;Enchapado de piedra natural con anclaje mecánico.;Colocación de piezas de piedra natural en fachada mediante anclaje mecánico de acero inoxidable, sin depender del adhesivo como elemento portante. Es la solución obligada a partir de cierta altura, espesor o peso de pieza, donde un enchapado adherido no ofrece seguridad suficiente frente al desprendimiento. Incluye el trabajo desde andamio, el replanteo, el taladrado de los alojamientos en el canto de la pieza y en el soporte, la colocación de los anclajes con su resina, el aplomado y nivelación de cada pieza, el sellado de juntas y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;57,24;Enchapado de piedra natural;incluida
Frisos y revestimientos de pared;Zócalo de piedra natural.;Colocación de zócalo de piedra natural a juego con el piso o el paramento, recibido con adhesivo cementoso blanco. Incluye el replanteo de la altura, los cortes a inglete en esquinas y encuentros, la colocación con nivelación, el rejuntado y el sellado de la junta inferior con el piso. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud realmente colocada.;m;1;2,67;Enchapado de piedra natural;incluida
Frisos y revestimientos de pared;Pulido y abrillantado de enchapado de piedra natural.;Pulido y abrillantado en obra de enchapado de piedra natural, para igualar el plano entre piezas y recuperar o dar el brillo final. Se ejecuta cuando la piedra se coloca en bruto o cuando los pequeños resaltos entre piezas hacen necesario rectificar el plano completo. Incluye la protección del entorno, el pulido con pasadas sucesivas de grano decreciente con aporte de agua, la recogida y evacuación del lodo generado, el abrillantado con cristalizador, la limpieza y la aplicación del sellador hidrofugante y antimanchas. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;11,40;Enchapado de piedra natural;incluida
Frisos y revestimientos de pared;Revestimiento de paramento con papel tapiz.;Colocación de papel tapiz sobre paramento interior previamente preparado, con pegamento mural. Incluye la comprobación de que el soporte está liso, seco y con absorción uniforme, condición sin la cual las juntas se abren o se marcan las irregularidades, la aplicación del fondo sellador, el replanteo de la primera plomada, el corte de los paños respetando el ajuste del dibujo, el encolado y colocación con eliminación de burbujas y arrugas, el recorte de los excesos en rodapié y cielo, y la limpieza de restos de pegamento. El papel lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;4,41;Revestimientos decorativos y especiales;incluida
Frisos y revestimientos de pared;Estuco veneciano o acabado decorativo mineral.;Acabado decorativo tipo estuco veneciano a la cal, aplicado en varias capas a espátula sobre paramento interior preparado, con bruñido final que produce el brillo característico. Es un trabajo de acabado puro en el que el resultado depende casi por completo de la mano del aplicador, por lo que conviene ejecutar una muestra previa aprobada por el cliente antes de acometer el paño. Incluye la preparación y sellado del soporte, la aplicación de las capas sucesivas con la espátula, el bruñido y el encerado final de protección. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;21,01;Revestimientos decorativos y especiales;incluida
Frisos y revestimientos de pared;Revestimiento de paramento con paneles decorativos.;Colocación de paneles decorativos de PVC, madera técnica, laminado o material similar sobre paramento interior, montados sobre rastrelado o adheridos según el sistema. Incluye el replanteo del despiece para centrar el paño y evitar piezas estrechas en los bordes, el montaje y nivelación del rastrelado cuando el sistema lo requiera, la colocación de los paneles con su sistema de encaje o adhesivo, el ajuste alrededor de mecanismos y huecos, y la colocación de los perfiles de remate perimetrales. El panel lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;15,74;Revestimientos decorativos y especiales;incluida
Frisos y revestimientos de pared;Forro de pared con machihembrado de madera.;Forro de paramento interior con machihembrado de madera montado sobre rastrelado fijado a la pared, con cámara de ventilación posterior. La cámara y el tratamiento preservante son lo que evita que la madera se pudra por la humedad que pueda transmitir el muro, problema habitual cuando el machihembrado se clava directamente contra el paramento. Incluye el replanteo, el montaje y nivelación del rastrelado, la aplicación del preservante en todas las caras y testas, el montaje del machihembrado con encaje a presión, el remate perimetral con molduras y el lijado final. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;31,56;Revestimientos decorativos y especiales;incluida
Frisos y revestimientos de pared;Revestimiento continuo de microcemento en paramento vertical.;Revestimiento continuo de microcemento en paramento vertical, aplicado en capas sucesivas con malla de refuerzo, con acabado sellado. Ofrece una superficie continua sin juntas, muy demandada en baños y espacios contemporáneos, pero es extremadamente sensible a la calidad del soporte: cualquier fisura o movimiento del paramento se refleja en el acabado. Incluye la comprobación y estabilización del soporte, la imprimación, la aplicación de la capa base con malla, las capas de acabado con la textura elegida, el lijado entre capas y la aplicación de las manos de sellador protector. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;40,16;Revestimientos decorativos y especiales;incluida
Frisos y revestimientos de pared;Revestimiento de pared de baño con paneles de PVC.;Revestimiento de paredes de baño o área húmeda con paneles de PVC o composite machihembrados, con sus perfiles de remate y sellado. Es la alternativa rápida y económica al enchapado cuando no se quiere picar ni esperar fraguados, y se instala sobre el revestimiento existente si está firme, lo que evita por completo la demolición. Incluye la comprobación del soporte, el montaje de los perfiles perimetrales, la colocación de los paneles con encaje a presión y adhesivo, los cortes alrededor de grifería y accesorios y el sellado con silicona sanitaria de todos los encuentros. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;33,76;Revestimientos decorativos y especiales;incluida
Pisos y pavimentos;Recrecido con mortero autonivelante de 5 mm de espesor medio.;Regularización de soporte mediante mortero autonivelante de base cemento, de 5 mm de espesor medio, para dejar la superficie en condiciones de planitud aptas para recibir pavimento cerámico, incluso de gran formato. Incluye limpieza y aspirado previo del soporte, aplicación de imprimación tapaporos para regular la absorción, colocación de banda perimetral de desolidarización, amasado mecánico, vertido, extendido y desaireado del producto, y espera hasta transitabilidad. Medido en superficie realmente ejecutada.;m2;1;20,64;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Contrapiso de mortero de nivelación, 4 cm de espesor.;Contrapiso de mortero de cemento y arena de 4 cm de espesor medio, maestreado y reglado, ejecutado sobre losa o base compactada para recibir el piso de acabado. Es la capa que define el nivel y la planitud definitivos del piso, de modo que los defectos que se dejen aquí se arrastran a todo el acabado posterior. Incluye la limpieza y humedecido del soporte, la colocación de maestras a la cota de proyecto, el tendido y reglado del mortero, el fratasado de la superficie y el curado durante los primeros días. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;13,75;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Contrapiso de concreto sobre terreno, 8 cm de espesor.;Contrapiso de concreto de 8 cm de espesor con malla electrosoldada de retracción, vaciado sobre base de piedra picada compactada y barrera de vapor, con juntas de control aserradas. Incluye la comprobación de la base, la colocación de la barrera de vapor y de la malla sobre separadores, el vaciado y vibrado, el reglado a nivel, el fratasado, el aserrado de las juntas de control en el momento adecuado, que es lo que evita la fisuración anárquica por retracción, y el curado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;24,61;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Nivelación con mortero seco compactado.;Capa de nivelación con mortero seco de consistencia de tierra húmeda, extendido y compactado, empleada cuando hay que salvar desniveles importantes o embeber instalaciones bajo el piso sin recurrir a un espesor de mortero convencional que resultaría costoso y pesado. Incluye la limpieza del soporte, el replanteo de niveles con maestras, el extendido y compactado del mortero por capas, el reglado final y la aplicación de la lechada de cierre superficial que sella la capa y permite recibir el adhesivo del piso. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;16,82;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Preparación y puente de adherencia sobre losa existente.;Preparación de losa o piso existente que permanece como base, mediante limpieza, saneado y aplicación de puente de adherencia, para recibir una capa de recrecido o un piso adherido. Se emplea en reforma cuando no se demuele la base y hay que garantizar que la capa nueva no se despegue. Incluye el sondeo por golpeo y el saneado de las zonas huecas, el desengrasado y eliminación de restos de adhesivos o pinturas, el aspirado del polvo, la apertura del poro mediante lijado o repicado ligero y la aplicación del puente de adherencia respetando el tiempo abierto antes de recibir la capa siguiente. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;9,01;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Reparación y parcheo puntual de piso existente.;Reparación puntual de piso existente mediante reposición de piezas sueltas, huecas o rotas, y resane de zonas deterioradas, conservando el resto del piso. Es la intervención que evita cambiar un piso completo por un daño localizado, y su éxito depende de disponer de piezas del mismo lote o de reubicar piezas tomadas de una zona oculta, como el interior de un closet, porque una pieza de otro lote canta a distancia. Incluye el levantado cuidadoso de las piezas afectadas, la limpieza del soporte, la reposición con adhesivo, la nivelación con las piezas contiguas, el rejuntado a tono y la limpieza. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;12,64;Bases, contrapisos y nivelación;incluida
Pisos y pavimentos;Colocación de pavimento cerámico o porcelanato de formato estándar, en capa fina.;Colocación de pavimento con pieza cerámica o de porcelanato de formato estándar, hasta 60x60 cm, sobre soporte previamente regularizado y limpio. Ejecución en capa fina con adhesivo cementoso mejorado C2 TE aplicado con llana dentada y doble encolado en la pieza, nivelación con sistema de crucetas y cuñas, y rejuntado con mortero cementoso CG2 en el color elegido. Incluye replanteo previo para centrar el despiece, cortes y ajustes en encuentros y pasos de instalaciones, limpieza final de la superficie y retirada de restos. La pieza cerámica la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;8,15;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Colocación de pavimento de porcelanato de gran formato, en capa fina.;Colocación de pavimento con pieza de porcelanato rectificado de gran formato, tipo 120x60 cm o superior, sobre soporte previamente regularizado. Ejecución en capa fina con adhesivo cementoso mejorado C2 TE mediante doble encolado, manipulación de las piezas con juego de ventosas, nivelación con cuñas para garantizar la planitud que exige el formato y junta mínima rejuntada con mortero CG2. Incluye comprobación previa de la planitud del soporte, replanteo del despiece, cortes con cortadora de disco de diamante refrigerada por agua, limpieza final y retirada de restos. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;11,01;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Piso cerámico en área húmeda con pendiente a desagüe.;Colocación de piso cerámico o de porcelanato en área húmeda, con formación de las pendientes hacia el desagüe y tratamiento del encuentro con el sumidero. La ejecución correcta de la pendiente es lo que determina que el agua evacúe y no quede empozada, defecto que en una ducha o en un lavadero se detecta el primer día de uso. Incluye el replanteo de las pendientes desde los bordes hacia el desagüe, el corte y ajuste de las piezas alrededor del sumidero, el doble encolado, la nivelación respetando la pendiente, el rejuntado con mortero apto para zonas húmedas y el sellado elástico del encuentro con paredes y con el sumidero. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;15,78;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Piso cerámico en terraza o área exterior.;Colocación de piso cerámico o de porcelanato en terraza, patio o área exterior, con adhesivo cementoso de altas prestaciones, junta ancha y juntas de dilatación perimetrales y en paños. En exterior el piso sufre dilataciones térmicas y humedad bajo la pieza, de modo que la junta ancha y las juntas de dilatación son las que evitan el abombamiento y el desprendimiento por acumulación de tensiones. Incluye la comprobación de la pendiente de evacuación del soporte, el replanteo, el doble encolado, la ejecución de las juntas de dilatación, el rejuntado con mortero para exterior y el sellado perimetral. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;16,90;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Piso cerámico colocado en capa gruesa sobre mortero.;Colocación de piso cerámico por el método tradicional de capa gruesa, asentando la pieza sobre una capa de mortero fresco que a la vez recibe la pieza y forma el nivel. Se emplea cuando el soporte presenta desniveles que harían inviable la capa fina, ya que permite corregir cota y planitud en una sola operación, aunque exige más material y más pericia del solador. Incluye el replanteo de niveles con maestras, el extendido del mortero, la espolvoreada de cemento, el asentado y golpeteo de la pieza hasta el nivel, la comprobación continua con regla y nivel, el rejuntado y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;16,54;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Piso de baldosa hidráulica o mosaico de cemento.;Colocación de piso de baldosa hidráulica o mosaico de cemento, asentada con mortero y rejuntada con lechada, con pulido de igualación en obra si el acabado lo requiere. Es una pieza de gran valor decorativo y muy presente en la edificación tradicional venezolana, pero es porosa y no viene calibrada, de modo que exige sellado previo antes de rejuntar para que la lechada no la manche de forma permanente. Incluye el replanteo del despiece del dibujo, el sellado previo de la pieza, el asentado con nivelación, el rejuntado, la limpieza inmediata y el sellado final. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;18,97;Pisos cerámicos y porcelanato;incluida
Pisos y pavimentos;Piso de mármol o granito en capa fina.;Colocación de piso de mármol o granito en capa fina con adhesivo cementoso blanco de altas prestaciones, con junta mínima. El adhesivo blanco es obligado en mármoles claros porque el gris se transparenta a través de la pieza y produce manchas irreversibles. Incluye la comprobación y regularización previa del soporte, el replanteo del despiece atendiendo a la veta y al tono para que la composición sea continua, el doble encolado, la nivelación con cuñas, los cortes con disco refrigerado, el rejuntado a juego y la limpieza con productos no ácidos, ya que el ácido ataca el mármol de forma permanente. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;13,38;Pisos de piedra natural y granito;incluida
Pisos y pavimentos;Piso de granito vaciado en sitio.;Piso continuo de granito vaciado en sitio, formado por capa de mortero con grano de mármol, dividida en paños mediante platinas divisorias, con pulido y abrillantado final. Es un piso tradicional muy usado en Venezuela, de gran durabilidad y sin juntas de pieza, cuyo resultado depende de la homogeneidad de la mezcla y de la ejecución del pulido. Incluye la preparación del soporte, el replanteo y colocación de las platinas divisorias que absorben la retracción y definen los paños, el vaciado y reglado de la capa de grano, el curado, el pulido en pasadas de grano decreciente con aporte de agua, el resane de poros y el abrillantado final. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;49,80;Pisos de piedra natural y granito;incluida
Pisos y pavimentos;Piso de laja o piedra natural irregular.;Colocación de piso de laja o piedra natural de formato irregular, recibida con mortero o adhesivo de alta deformabilidad según el espesor de la pieza. Al no existir despiece regular, el paño se compone pieza a pieza buscando el encaje y la distribución de tonos, lo que reduce sensiblemente el rendimiento. Incluye la selección y clasificación previa del material, el replanteo del paño, la colocación con junta irregular controlada, el rejuntado, la limpieza y la aplicación del sellador hidrofugante que protege la piedra y facilita su mantenimiento. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;20,59;Pisos de piedra natural y granito;incluida
Pisos y pavimentos;Piso de baldosa de granito prefabricado.;Colocación de piso con baldosa de granito o terrazo prefabricado, recibida con mortero o adhesivo según el espesor, con pulido de igualación en obra. Incluye el replanteo del despiece, la colocación con nivelación y junta mínima, el rejuntado con lechada de cemento a juego, el pulido de igualación que elimina los resaltos entre piezas y unifica el plano, el resane de poros y el abrillantado. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;22,48;Pisos de piedra natural y granito;incluida
Pisos y pavimentos;Pulido y abrillantado de piso de piedra existente.;Pulido y abrillantado de piso existente de mármol, granito o terrazo, para recuperar el brillo perdido y eliminar rayaduras y manchas superficiales. Es una alternativa muy rentable frente a la sustitución del piso, ya que devuelve el aspecto original a una fracción del costo. Incluye la protección del entorno y de los rodapiés, el pulido con pasadas sucesivas de grano decreciente con aporte de agua, la recogida y evacuación del lodo generado, el resane de poros y pequeños desconchados, el abrillantado con cristalizador y la aplicación del sellador antimanchas. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;12,88;Pisos de piedra natural y granito;incluida
Pisos y pavimentos;Piso laminado flotante con manta acústica.;Colocación de piso laminado flotante sobre manta acústica, montado por encastre sin adhesivo, con junta perimetral de dilatación. El sistema flotante exige que la junta perimetral quede libre en todo el contorno y oculta bajo el rodapié: si el piso queda a tope contra la pared, al dilatar se abomba y levanta. Incluye la comprobación de la planitud y humedad del contrapiso, el extendido de la manta con solapes sellados, el replanteo del sentido de las tablas y del ancho de la última hilera, el montaje por encastre con cuñas perimetrales, los cortes de ajuste en marcos y tuberías y el retiro de las cuñas. El piso lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;4,89;Pisos de madera y laminados;incluida
Pisos y pavimentos;Piso de madera maciza clavada sobre rastreles.;Piso de tabla de madera maciza clavada sobre rastreles fijados al contrapiso, con cámara ventilada. Es la solución tradicional y la más duradera, ya que la madera maciza admite varios lijados a lo largo de su vida. Incluye la aplicación de preservante en los rastreles y en la cara inferior de la tabla, el replanteo y nivelación del rastrelado, la ventilación de la cámara mediante rejillas perimetrales, el clavado oculto de la tabla, la junta perimetral de dilatación y el remate. No incluye el lijado y barnizado final, que se valora aparte. La madera la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;18,28;Pisos de madera y laminados;incluida
Pisos y pavimentos;Piso de parquet encolado sobre contrapiso.;Colocación de parquet encolado directamente sobre el contrapiso con adhesivo de poliuretano, sin rastreles. Exige un contrapiso perfectamente plano, seco y sin humedad residual: el parquet encolado sobre una base húmeda se abomba y se despega sin remedio, por lo que la medición de humedad del soporte antes de colocar no es un trámite sino la condición del trabajo. Incluye la comprobación de planitud y humedad, la imprimación del soporte si el adhesivo la requiere, el replanteo del despiece, el encolado y colocación con presión, la junta perimetral y el retiro de restos de adhesivo. No incluye el lijado y barnizado. El parquet lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;13,72;Pisos de madera y laminados;incluida
Pisos y pavimentos;Lijado y barnizado de piso de madera.;Lijado y acabado con barniz de poliuretano de piso de madera nuevo o existente, en tres manos con lijado intermedio. En pisos existentes esta operación recupera por completo el aspecto de la madera y evita su sustitución. Incluye el hundido de las puntas que sobresalgan y el resane de juntas y grietas con masilla al tono, el lijado en pasadas de grano decreciente con lijadora de banda y orilladora en perímetros y rincones, el aspirado exhaustivo entre pasadas porque cualquier partícula queda atrapada bajo el barniz, la aplicación de las manos de barniz con lijado suave intermedio y el respeto de los tiempos de secado antes de pisar. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;12,38;Pisos de madera y laminados;incluida
Pisos y pavimentos;Piso de deck de madera o madera técnica para exterior.;Piso de deck para exterior con tablas de madera tratada o madera técnica, montado sobre rastreles con separación entre tablas para el drenaje y la ventilación. La separación entre tablas y la ventilación inferior no son estéticas: son lo que permite que el agua evacúe y que la madera seque, evitando la pudrición. Incluye el replanteo y nivelación del rastrelado con pendiente de evacuación, la aplicación de preservante en los cortes y testas, el montaje de las tablas con clip oculto o tornillo de acero inoxidable, la separación constante mediante plantilla y el remate perimetral. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;33,27;Pisos de madera y laminados;incluida
Pisos y pavimentos;Piso vinílico en lámina.;Colocación de piso vinílico en lámina continua, encolado al contrapiso, con soldadura o sellado de las juntas entre paños. Su ventaja frente a la baldosa es la ausencia casi total de juntas, lo que lo hace idóneo en áreas de higiene exigente. Requiere un soporte perfectamente liso, ya que el vinílico es un material fino que copia y hace visible cualquier grano o irregularidad del contrapiso. Incluye la nivelación fina previa si el soporte la requiere, el corte y presentado de los paños dejándolos relajar, el encolado, el paso de rodillo para eliminar aire, la soldadura o sellado de juntas y el remate perimetral. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;5,02;Pisos vinílicos y flexibles;incluida
Pisos y pavimentos;Piso vinílico en baldosa o lama.;Colocación de piso vinílico en baldosa o lama, tipo LVT, autoadhesivo, encolado o de encastre según el sistema. Combina la facilidad de reposición pieza a pieza con un aspecto muy próximo al de la madera o la piedra. Incluye la comprobación de planitud, limpieza y humedad del soporte, el replanteo del despiece para centrar el paño y evitar piezas estrechas en los bordes, la colocación con junta a matajunta, el paso de rodillo en los sistemas encolados, los cortes de ajuste en marcos y tuberías y el remate perimetral. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;4,06;Pisos vinílicos y flexibles;incluida
Pisos y pavimentos;Piso de caucho o pavimento deportivo.;Colocación de piso de caucho en rollo o en losetas, encolado al soporte, para gimnasios, áreas deportivas, cuartos de máquinas y zonas de tránsito intenso. Incluye la preparación y nivelación del soporte, el corte y presentado del material dejándolo relajar para que recupere su dimensión antes de fijarlo, el encolado, el paso de rodillo, el ajuste y sellado de juntas y el remate perimetral con media caña o perfil. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;5,79;Pisos vinílicos y flexibles;incluida
Pisos y pavimentos;Alfombra o moqueta.;Colocación de alfombra o moqueta, mediante encolado directo o sistema de tiras tensoras según el tipo, con su remate perimetral. Incluye la comprobación de limpieza y sequedad del soporte, la colocación de la manta base cuando el sistema lo requiera, el corte y presentado de los paños respetando el sentido del pelo, que debe ser el mismo en todo el ambiente porque de lo contrario los paños se ven de distinto tono, el encolado o tensado, el sellado de las uniones y el remate en umbrales y perímetro. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;4,39;Pisos vinílicos y flexibles;incluida
Pisos y pavimentos;Piso de caucho o grama sintética para exterior.;Colocación de piso de caucho, loseta drenante o grama sintética en áreas exteriores, terrazas y zonas de juego, sobre base preparada. Incluye la comprobación y nivelación de la base con su pendiente de evacuación, la colocación del material con encaje o encolado según el sistema, el corte de las piezas de ajuste, el remate perimetral y, en la grama sintética, el cepillado y el relleno de arena de sílice que mantiene la fibra levantada. El material lo elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;5,34;Pisos vinílicos y flexibles;incluida
Pisos y pavimentos;Piso de concreto alisado mecánicamente.;Piso continuo de concreto con acabado alisado mecánicamente mediante alisadora de aspas, con juntas de control aserradas y curado. Incluye el vaciado y reglado del concreto, el flotado inicial, el alisado mecánico en las pasadas necesarias hasta obtener la textura y el cerrado de poro requeridos, el aserrado de las juntas de control en el momento en que el concreto lo admite sin desgranarse ni fisurar, y el curado, que en un piso alisado es determinante porque toda la calidad superficial se pierde si el agua de fraguado se evapora demasiado rápido. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;25,93;Pisos continuos de concreto y microcemento;incluida
